0342,"{'Lon': 37.5300029, 'Lat': 55.7233339}","ул. Мосфильмовская, д.1, стр.4",21,0
0487,"{'Lon': 37.6779952, 'Lat': 55.7921729}","Сокольническая пл., д.7",36,0
0478,"{'Lon': 37.6599869, 'Lat': 55.7925135}","ул. Сокольнический Вал, д.8",24,0
0491,"{'Lon': 37.6944615, 'Lat': 55.7940252}","ул. Стромынка, д.13 (пересеч. с ул. Короленко)",15,0
0488,"{'Lon': 37.6759952, 'Lat': 55.7865463}","ул. Маленковская, д.25",12,0
0492,"{'Lon': 37.6994467, 'Lat': 55.7943402}","ул. Стромынка, д.20 (Технологический университет)",15,0
0434,"{'Lon': 37.6363469, 'Lat': 55.8016402}","пр-т Мира, д.102, к.2",18,0
0455,"{'Lon': 37.6661093, 'Lat': 55.7798124}","ул. Краснопрудная, д.13А (ст. м. Красносельская)",24,0
0435,"{'Lon': 37.6376553, 'Lat': 55.807908}","пр-т Мира, д.114Б, стр.2 (ст. м. Алексеевская)",24,0
0457,"{'Lon': 37.6788565, 'Lat': 55.772242}","ул. Бауманская, д.33/2 (ст. м. Бауманская)",21,0
0433,"{'Lon': 37.635781, 'Lat': 55.7922984}","пр-т Мира, д.92, стр.2 (ст. м. Рижская)",30,0
0262,"{'Lon': 37.6220242, 'Lat': 55.7209237}","ул. Люсиновская, д.48/50, к.10 (пересеч. с ул. Павла Андреева)",12,0
0082,"{'Lon': 37.615425, 'Lat': 55.744008}",Болотная пл. (напротив к/т Ударник),27,0
0261,"{'Lon': 37.6197354, 'Lat': 55.7273527}","4-й Добрынинский пер., д.2/10",12,0
0477,"{'Lon': 37.663779, 'Lat': 55.7888271}","3-я Рыбинская ул., д.30",9,0
0527,"{'Lon': 37.5382933, 'Lat': 55.8063388}","ул. Планетная, д.49",15,0
0500,"{'Lon': 37.5212052, 'Lat': 55.7779297}","Хорошёвское ш., д.82 (ст. м. Полежаевская)",21,0
0438,"{'Lon': 37.6531, 'Lat': 55.81177}","ул. Маломосковская, д.22, стр.1",15,0
0019,"{'Lon': 37.647211, 'Lat': 55.757313}","Покровский б-р (напротив д.8, стр.1)",8,0
0030,"{'Lon': 37.612442, 'Lat': 55.759361}","Камергерский пер., д.4",14,0
0386,"{'Lon': 37.520142, 'Lat': 55.6345077}","ул. Островитянова, д.29/120 (ст. м. Коньково, выход №8)",12,0
0406,"{'Lon': 37.6002618, 'Lat': 55.7798721}","ул. Новослободская, д.11, стр.1",12,0
0240,"{'Lon': 37.5757323, 'Lat': 55.7460166}","Смоленская наб., д.2",33,0
0226,"{'Lon': 37.5605165, 'Lat': 55.7540692}","Краснопресненская наб., д.10, стр.5",27,0
0138,"{'Lon': 37.6571565, 'Lat': 55.7610338}","ул. Земляной Вал, д.14/16, стр.1",18,0
0243,"{'Lon': 37.5517684, 'Lat': 55.7331476}","Бережковская наб., д.20, стр.19",12,24
0224,"{'Lon': 37.5465367, 'Lat': 55.748965}","Краснопресненская наб., д.14, стр.1",27,0
0102,"{'Lon': 37.5861519, 'Lat': 55.7383154}","Зубовская пл., д.3, стр.1",24,21
0027,"{'Lon': 37.6046504, 'Lat': 55.7566653}",ул. Большая Никитская (напротив д.13),12,0
0059,"{'Lon': 37.612528, 'Lat': 55.730772}","ул. Большая Якиманка, д.16 (ст. м. Октябрьская (радиальная))",30,0
0128,"{'Lon': 37.6429131, 'Lat': 55.7703931}",ул. Садовая-Спасская (напротив д.26),18,0
0230,"{'Lon': 37.5730793, 'Lat': 55.7724736}","ул. Малая Грузинская, д.41",12,0
0458,"{'Lon': 37.6641747, 'Lat': 55.7671544}","ул. Старая Басманная, д.21/4, стр.1",12,0
0221,"{'Lon': 37.563289, 'Lat': 55.762772}","ул. Красная Пресня, д.31",36,0
0750,"{'Lon': 37.543724, 'Lat': 55.747807}","Краснопресненская наб., д.16, стр.1",12,0
0033,"{'Lon': 37.61731, 'Lat': 55.763407}",Столешников пер. (напротив д.11),10,0
0223,"{'Lon': 37.55125, 'Lat': 55.755955}","ул. Мантулинская, д.5, стр.21",12,0
0222,"{'Lon': 37.558939, 'Lat': 55.75685}","ул. Мантулинская, д.2",12,0
0388,"{'Lon': 37.6192664, 'Lat': 55.6452564}","Варшавское ш., д.100",12,0
0233,"{'Lon': 37.587921, 'Lat': 55.767711}","ул. Гашека, д.2, стр.1",12,0
0395,"{'Lon': 37.5828562, 'Lat': 55.6845728}","ул. Дмитрия Ульянова, д.32А",12,0
0325,"{'Lon': 37.5942492, 'Lat': 55.659118}","ул. Болотниковская, д.34",15,0
0319,"{'Lon': 37.550726, 'Lat': 55.69062}","Ленинский пр-т, д.69",15,0
0272,"{'Lon': 37.622305, 'Lat': 55.710801}","ул. Большая Тульская, д.13",12,0
0150,"{'Lon': 37.629933, 'Lat': 55.730521}","ул. Валовая, д.20",0,30
0144,"{'Lon': 37.65552, 'Lat': 55.749}","ул. Земляной Вал, д.52/16, стр.2",12,0
0244,"{'Lon': 37.576753, 'Lat': 55.740264}","ул. Плющиха, д.39",12,0
0358,"{'Lon': 37.528489, 'Lat': 55.698436}","Ломоносовский пр-т (дублёр), пересечение с ул. Лебедева",12,0
0356,"{'Lon': 37.522672, 'Lat': 55.701742}","Ломоносовский пр-т (дублёр), пересечение с ул. Менделеева",12,0
0353,"{'Lon': 37.6090521, 'Lat': 55.6716545}","ул. Криворожская, д.33Г",12,0
0252,"{'Lon': 37.58823, 'Lat': 55.73311}","ул. Льва Толстого, д.14А",6,0
0378,"{'Lon': 37.594296, 'Lat': 55.636752}","мкрн. Чертаново Северное, д.4, к.401",12,0
0383,"{'Lon': 37.543148, 'Lat': 55.637955}","ул. Миклухо-Маклая, д.44 (вход в Битцевский парк)",18,0
0377,"{'Lon': 37.60489, 'Lat': 55.640518}",ст. м. Чертановская (выход №5),18,0
0234,"{'Lon': 37.581862, 'Lat': 55.769853}","ул. Большая Грузинская, д.39",12,0
